"number","opened_at","short_description","description","subcategory","close_notes","resolved_by","resolved_at","severity","assigned_to","category","comments","parent_incident","priority"
"INC0011780","2025-11-03 05:58:52","Issue 1779: Email not syncing","User reported Issue 1779: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011779","2025-11-03 05:58:52","Issue 1778: Email not syncing","User reported Issue 1778: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011778","2025-11-03 05:58:52","Issue 1777: Slow internet","User reported Issue 1777: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011777","2025-11-03 05:58:52","Issue 1776: Email not syncing","User reported Issue 1776: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011776","2025-11-03 05:58:52","Issue 1775: Laptop boot issue","User reported Issue 1775: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011775","2025-11-03 05:58:51","Issue 1774: Laptop boot issue","User reported Issue 1774: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011774","2025-11-03 05:58:51","Issue 1773: Laptop boot issue","User reported Issue 1773: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011773","2025-11-03 05:58:51","Issue 1772: Laptop boot issue","User reported Issue 1772: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011772","2025-11-03 05:58:51","Issue 1771: Laptop boot issue","User reported Issue 1771: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011771","2025-11-03 05:58:51","Issue 1770: Email not syncing","User reported Issue 1770: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011770","2025-11-03 05:58:51","Issue 1769: VPN connection failure","User reported Issue 1769: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011769","2025-11-03 05:58:50","Issue 1768: VPN connection failure","User reported Issue 1768: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011768","2025-11-03 05:58:50","Issue 1767: Software installation error","User reported Issue 1767: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011767","2025-11-03 05:58:50","Issue 1766: Email not syncing","User reported Issue 1766: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011766","2025-11-03 05:58:50","Issue 1765: VPN connection failure","User reported Issue 1765: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011765","2025-11-03 05:58:50","Issue 1764: Slow internet","User reported Issue 1764: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011764","2025-11-03 05:58:50","Issue 1763: Email not syncing","User reported Issue 1763: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011763","2025-11-03 05:58:49","Issue 1762: Email not syncing","User reported Issue 1762: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011762","2025-11-03 05:58:49","Issue 1761: Slow internet","User reported Issue 1761: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011761","2025-11-03 05:58:49","Issue 1760: Slow internet","User reported Issue 1760: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011760","2025-11-03 05:58:49","Issue 1759: VPN connection failure","User reported Issue 1759: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011759","2025-11-03 05:58:49","Issue 1758: Email not syncing","User reported Issue 1758: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011758","2025-11-03 05:58:48","Issue 1757: Email not syncing","User reported Issue 1757: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011757","2025-11-03 05:58:48","Issue 1756: VPN connection failure","User reported Issue 1756: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011756","2025-11-03 05:58:48","Issue 1755: VPN connection failure","User reported Issue 1755: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011755","2025-11-03 05:58:48","Issue 1754: VPN connection failure","User reported Issue 1754: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011754","2025-11-03 05:58:48","Issue 1753: Laptop boot issue","User reported Issue 1753: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011753","2025-11-03 05:58:48","Issue 1752: VPN connection failure","User reported Issue 1752: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011752","2025-11-03 05:58:47","Issue 1751: VPN connection failure","User reported Issue 1751: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011751","2025-11-03 05:58:47","Issue 1750: Laptop boot issue","User reported Issue 1750: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011750","2025-11-03 05:58:47","Issue 1749: Email not syncing","User reported Issue 1749: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011749","2025-11-03 05:58:47","Issue 1748: Email not syncing","User reported Issue 1748: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011748","2025-11-03 05:58:47","Issue 1747: Email not syncing","User reported Issue 1747: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011747","2025-11-03 05:58:47","Issue 1746: VPN connection failure","User reported Issue 1746: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011746","2025-11-03 05:58:46","Issue 1745: Software installation error","User reported Issue 1745: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011745","2025-11-03 05:58:46","Issue 1744: Software installation error","User reported Issue 1744: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011744","2025-11-03 05:58:46","Issue 1743: Software installation error","User reported Issue 1743: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011743","2025-11-03 05:58:46","Issue 1742: VPN connection failure","User reported Issue 1742: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011742","2025-11-03 05:58:46","Issue 1741: Slow internet","User reported Issue 1741: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011741","2025-11-03 05:58:46","Issue 1740: Software installation error","User reported Issue 1740: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011740","2025-11-03 05:58:45","Issue 1739: Software installation error","User reported Issue 1739: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011739","2025-11-03 05:58:45","Issue 1738: Email not syncing","User reported Issue 1738: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011738","2025-11-03 05:58:45","Issue 1737: VPN connection failure","User reported Issue 1737: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011737","2025-11-03 05:58:45","Issue 1736: Laptop boot issue","User reported Issue 1736: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011736","2025-11-03 05:58:45","Issue 1735: Slow internet","User reported Issue 1735: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011735","2025-11-03 05:58:44","Issue 1734: Software installation error","User reported Issue 1734: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011734","2025-11-03 05:58:44","Issue 1733: Laptop boot issue","User reported Issue 1733: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011733","2025-11-03 05:58:44","Issue 1732: VPN connection failure","User reported Issue 1732: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011732","2025-11-03 05:58:44","Issue 1731: VPN connection failure","User reported Issue 1731: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011731","2025-11-03 05:58:44","Issue 1730: Slow internet","User reported Issue 1730: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011730","2025-11-03 05:58:44","Issue 1729: Slow internet","User reported Issue 1729: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011729","2025-11-03 05:58:43","Issue 1728: VPN connection failure","User reported Issue 1728: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011728","2025-11-03 05:58:43","Issue 1727: Email not syncing","User reported Issue 1727: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011727","2025-11-03 05:58:43","Issue 1726: Slow internet","User reported Issue 1726: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011726","2025-11-03 05:58:43","Issue 1725: VPN connection failure","User reported Issue 1725: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011725","2025-11-03 05:58:43","Issue 1724: Slow internet","User reported Issue 1724: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011724","2025-11-03 05:58:43","Issue 1723: Email not syncing","User reported Issue 1723: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011723","2025-11-03 05:58:42","Issue 1722: Laptop boot issue","User reported Issue 1722: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011722","2025-11-03 05:58:42","Issue 1721: Slow internet","User reported Issue 1721: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011721","2025-11-03 05:58:42","Issue 1720: VPN connection failure","User reported Issue 1720: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011720","2025-11-03 05:58:42","Issue 1719: Laptop boot issue","User reported Issue 1719: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011719","2025-11-03 05:58:42","Issue 1718: Email not syncing","User reported Issue 1718: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011718","2025-11-03 05:58:41","Issue 1717: Email not syncing","User reported Issue 1717: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011717","2025-11-03 05:58:41","Issue 1716: Laptop boot issue","User reported Issue 1716: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011716","2025-11-03 05:58:41","Issue 1715: VPN connection failure","User reported Issue 1715: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011715","2025-11-03 05:58:41","Issue 1714: Email not syncing","User reported Issue 1714: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011714","2025-11-03 05:58:41","Issue 1713: Software installation error","User reported Issue 1713: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011713","2025-11-03 05:58:40","Issue 1712: Laptop boot issue","User reported Issue 1712: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011712","2025-11-03 05:58:40","Issue 1711: Email not syncing","User reported Issue 1711: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011711","2025-11-03 05:58:40","Issue 1710: Software installation error","User reported Issue 1710: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011710","2025-11-03 05:58:40","Issue 1709: Software installation error","User reported Issue 1709: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011709","2025-11-03 05:58:40","Issue 1708: VPN connection failure","User reported Issue 1708: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011708","2025-11-03 05:58:40","Issue 1707: Software installation error","User reported Issue 1707: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011707","2025-11-03 05:58:39","Issue 1706: Software installation error","User reported Issue 1706: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011706","2025-11-03 05:58:39","Issue 1705: VPN connection failure","User reported Issue 1705: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011705","2025-11-03 05:58:39","Issue 1704: Email not syncing","User reported Issue 1704: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011704","2025-11-03 05:58:39","Issue 1703: Software installation error","User reported Issue 1703: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011703","2025-11-03 05:58:39","Issue 1702: Email not syncing","User reported Issue 1702: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011702","2025-11-03 05:58:38","Issue 1701: Software installation error","User reported Issue 1701: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011701","2025-11-03 05:58:38","Issue 1700: VPN connection failure","User reported Issue 1700: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011700","2025-11-03 05:58:38","Issue 1699: Email not syncing","User reported Issue 1699: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011699","2025-11-03 05:58:38","Issue 1698: Laptop boot issue","User reported Issue 1698: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011698","2025-11-03 05:58:38","Issue 1697: Software installation error","User reported Issue 1697: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011697","2025-11-03 05:58:38","Issue 1696: Laptop boot issue","User reported Issue 1696: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011696","2025-11-03 05:58:37","Issue 1695: Slow internet","User reported Issue 1695: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011695","2025-11-03 05:58:37","Issue 1694: Laptop boot issue","User reported Issue 1694: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011694","2025-11-03 05:58:37","Issue 1693: VPN connection failure","User reported Issue 1693: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011693","2025-11-03 05:58:37","Issue 1692: Slow internet","User reported Issue 1692: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011692","2025-11-03 05:58:37","Issue 1691: Software installation error","User reported Issue 1691: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011691","2025-11-03 05:58:36","Issue 1690: Email not syncing","User reported Issue 1690: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011690","2025-11-03 05:58:36","Issue 1689: Email not syncing","User reported Issue 1689: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011689","2025-11-03 05:58:36","Issue 1688: Slow internet","User reported Issue 1688: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011688","2025-11-03 05:58:36","Issue 1687: VPN connection failure","User reported Issue 1687: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011687","2025-11-03 05:58:36","Issue 1686: Slow internet","User reported Issue 1686: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011686","2025-11-03 05:58:36","Issue 1685: Email not syncing","User reported Issue 1685: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011685","2025-11-03 05:58:35","Issue 1684: VPN connection failure","User reported Issue 1684: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011684","2025-11-03 05:58:35","Issue 1683: Software installation error","User reported Issue 1683: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011683","2025-11-03 05:58:35","Issue 1682: Email not syncing","User reported Issue 1682: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011682","2025-11-03 05:58:35","Issue 1681: Email not syncing","User reported Issue 1681: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011681","2025-11-03 05:58:35","Issue 1680: Email not syncing","User reported Issue 1680: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011680","2025-11-03 05:58:34","Issue 1679: Email not syncing","User reported Issue 1679: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011679","2025-11-03 05:58:34","Issue 1678: Slow internet","User reported Issue 1678: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011678","2025-11-03 05:58:34","Issue 1677: VPN connection failure","User reported Issue 1677: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011677","2025-11-03 05:58:34","Issue 1676: VPN connection failure","User reported Issue 1676: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011676","2025-11-03 05:58:34","Issue 1675: VPN connection failure","User reported Issue 1675: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011675","2025-11-03 05:58:34","Issue 1674: Email not syncing","User reported Issue 1674: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011674","2025-11-03 05:58:33","Issue 1673: Software installation error","User reported Issue 1673: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011673","2025-11-03 05:58:33","Issue 1672: Laptop boot issue","User reported Issue 1672: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011672","2025-11-03 05:58:33","Issue 1671: Email not syncing","User reported Issue 1671: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011671","2025-11-03 05:58:33","Issue 1670: Software installation error","User reported Issue 1670: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011670","2025-11-03 05:58:33","Issue 1669: VPN connection failure","User reported Issue 1669: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011669","2025-11-03 05:58:32","Issue 1668: Laptop boot issue","User reported Issue 1668: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011668","2025-11-03 05:58:32","Issue 1667: Laptop boot issue","User reported Issue 1667: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011667","2025-11-03 05:58:32","Issue 1666: Software installation error","User reported Issue 1666: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011666","2025-11-03 05:58:32","Issue 1665: VPN connection failure","User reported Issue 1665: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011665","2025-11-03 05:58:32","Issue 1664: VPN connection failure","User reported Issue 1664: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011664","2025-11-03 05:58:31","Issue 1663: Slow internet","User reported Issue 1663: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011663","2025-11-03 05:58:31","Issue 1662: VPN connection failure","User reported Issue 1662: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011662","2025-11-03 05:58:31","Issue 1661: VPN connection failure","User reported Issue 1661: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011661","2025-11-03 05:58:31","Issue 1660: Slow internet","User reported Issue 1660: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011660","2025-11-03 05:58:31","Issue 1659: Slow internet","User reported Issue 1659: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011659","2025-11-03 05:58:31","Issue 1658: Laptop boot issue","User reported Issue 1658: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011658","2025-11-03 05:58:30","Issue 1657: Slow internet","User reported Issue 1657: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011657","2025-11-03 05:58:30","Issue 1656: Slow internet","User reported Issue 1656: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011656","2025-11-03 05:58:30","Issue 1655: Email not syncing","User reported Issue 1655: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011655","2025-11-03 05:58:30","Issue 1654: Slow internet","User reported Issue 1654: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011654","2025-11-03 05:58:30","Issue 1653: VPN connection failure","User reported Issue 1653: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011653","2025-11-03 05:58:29","Issue 1652: VPN connection failure","User reported Issue 1652: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011652","2025-11-03 05:58:29","Issue 1651: VPN connection failure","User reported Issue 1651: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011651","2025-11-03 05:58:29","Issue 1650: Software installation error","User reported Issue 1650: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011650","2025-11-03 05:58:29","Issue 1649: Email not syncing","User reported Issue 1649: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011649","2025-11-03 05:58:29","Issue 1648: Software installation error","User reported Issue 1648: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011648","2025-11-03 05:58:29","Issue 1647: Slow internet","User reported Issue 1647: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011647","2025-11-03 05:58:28","Issue 1646: Software installation error","User reported Issue 1646: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011646","2025-11-03 05:58:28","Issue 1645: Laptop boot issue","User reported Issue 1645: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011645","2025-11-03 05:58:28","Issue 1644: VPN connection failure","User reported Issue 1644: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011644","2025-11-03 05:58:28","Issue 1643: Software installation error","User reported Issue 1643: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011643","2025-11-03 05:58:28","Issue 1642: Software installation error","User reported Issue 1642: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011642","2025-11-03 05:58:27","Issue 1641: Laptop boot issue","User reported Issue 1641: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011641","2025-11-03 05:58:27","Issue 1640: Software installation error","User reported Issue 1640: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011640","2025-11-03 05:58:27","Issue 1639: Email not syncing","User reported Issue 1639: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011639","2025-11-03 05:58:27","Issue 1638: Slow internet","User reported Issue 1638: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
